,Unnamed: 0,_price,type,_bedrooms,_bathrooms,lat,lng,_time_to_work_seconds_transit,_time_to_work_seconds_walking,cluster,_d_code,labels
798,798,234887.340818636,HOUSE,2,1,53.34016188496399,-6.3219047593974365,2371,4115,18,D10,0
799,799,110507.76081746929,HOUSE,1,1,53.332778390861854,-6.316977245201705,2673,4376,18,D10,0
800,800,122127.90602424309,HOUSE,1,1,53.33618349567187,-6.319021725212097,2926,4794,18,D10,0
801,801,755208.7046627933,HOUSE,4,4,53.45268842518453,-6.1946592413276855,4714,12115,19,Unknown,0
802,802,187285.3361147863,HOUSE,1,2,53.439806645595326,-6.175795408546823,4862,10876,19,Unknown,0
803,803,925647.8632558268,HOUSE,5,2,53.46021913501944,-6.197526408978593,4177,11688,19,Unknown,0
804,804,203510.37272394245,HOUSE,1,3,53.45947293568864,-6.194818365272177,4296,11508,19,Unknown,0
805,805,342168.70181652333,HOUSE,2,2,53.4473633444498,-6.189796315526148,4467,11924,19,Unknown,0
806,806,1005279.9519059372,HOUSE,5,5,53.45683191530778,-6.189723320473094,5165,10606,19,Unknown,0
807,807,660042.4807498464,HOUSE,4,4,53.45114477848292,-6.203907559357444,4824,11858,19,Unknown,0
808,808,343650.6965692727,HOUSE,2,3,53.448729263053885,-6.183983655151017,4687,11473,19,Unknown,0
809,809,194906.93857571727,HOUSE,1,3,53.46725575097873,-6.194531699895123,4905,12025,19,Unknown,0
810,810,833753.2296095516,APARTMENTS,4,3,53.46495362999267,-6.195669092090808,4604,11889,19,Unknown,0
811,811,590396.1650518344,HOUSE,3,5,53.45309262232466,-6.205366483887068,3793,11869,19,Unknown,0
812,812,588194.2170757191,HOUSE,3,1,53.4392689987639,-6.181670951318639,3628,12015,19,Unknown,0
813,813,607740.1963940219,HOUSE,3,3,53.46568234366897,-6.179193789566349,5676,11712,19,Unknown,0
814,814,725875.488568348,HOUSE,4,1,53.46641430784505,-6.19424258180759,3794,11493,19,Unknown,0
815,815,653059.0708057021,HOUSE,4,2,53.45675112481243,-6.204167061370134,3972,12736,19,Unknown,0
816,816,355476.2249899694,HOUSE,2,1,53.45074695834186,-6.178282528087684,4118,10891,19,Unknown,0
817,817,352156.8798474313,HOUSE,2,1,53.44689885620627,-6.190010035457845,4810,11695,19,Unknown,0
818,818,800164.0314591953,HOUSE,4,4,53.43202299940636,-6.202113819663479,3853,12349,19,Unknown,-1
819,819,735513.0096227172,HOUSE,4,3,53.44548887544524,-6.2049659408415865,4296,11357,19,Unknown,0
820,820,687007.9053851388,APARTMENTS,4,1,53.449684088209096,-6.187176656305085,3676,11302,19,Unknown,0
821,821,711100.4241282773,HOUSE,4,1,53.44962806407766,-6.1749035720430685,5274,10252,19,Unknown,0
822,822,615507.8733096885,HOUSE,3,1,53.45762434517408,-6.187509303365072,3443,12020,19,Unknown,0
823,823,571599.7257343151,HOUSE,3,5,53.44393866881977,-6.206952651139417,4504,11738,19,Unknown,0
824,824,177076.86362038882,HOUSE,1,1,53.47074807553562,-6.184850338986375,4846,12187,19,Unknown,0
825,825,384703.3077603904,HOUSE,2,1,53.45694715097002,-6.184974924081084,3271,11753,19,Unknown,0
826,826,782797.1501320639,HOUSE,4,1,53.46209172606369,-6.207592149732834,3503,11602,19,Unknown,0
827,827,658328.9782281325,HOUSE,4,1,53.44352315625548,-6.187579309372258,4387,12738,19,Unknown,0
828,828,419394.50709275866,HOUSE,2,2,53.467392016006265,-6.175565944197962,4626,10689,19,Unknown,0
829,829,1076066.8828763005,HOUSE,5,3,53.461463741370025,-6.1845278071941205,4366,11211,19,Unknown,0
830,830,509435.8744555309,HOUSE,3,1,53.45341820514254,-6.207768911461178,4720,12498,19,Unknown,0
831,831,682753.9805571121,HOUSE,4,2,53.46063529669378,-6.197068517943732,4438,11790,19,Unknown,0
832,832,501692.1234610524,HOUSE,3,2,53.43591676350047,-6.198577281292096,5042,10811,19,Unknown,-1
833,833,796954.1532437892,HOUSE,4,3,53.45881237304498,-6.182278027304328,4032,12625,19,Unknown,0
834,834,384043.9797270258,HOUSE,2,5,53.47096799542386,-6.195363595541498,5596,11643,19,Unknown,0
835,835,514499.649330926,HOUSE,3,3,53.45454007665302,-6.179611903975619,4338,11237,19,Unknown,0
836,836,758579.7696350913,HOUSE,4,2,53.45011138091963,-6.203241201975265,4847,11289,19,Unknown,0
837,837,819000.4357534525,HOUSE,5,3,53.465569630434274,-6.193170625148083,3541,11026,19,Unknown,0
838,838,655177.6475536805,HOUSE,4,3,53.45813052525144,-6.208325832985586,5266,11529,19,Unknown,0
839,839,734398.0123954548,HOUSE,3,1,53.42502179583392,-6.135114408696508,5214,10087,20,Unknown,0
840,840,411738.4824301731,APARTMENTS,2,3,53.43831966623563,-6.140608140693645,2968,11488,20,Unknown,0
841,841,1103810.7661115592,HOUSE,5,2,53.44915696223024,-6.1434073080092775,4341,12955,20,Unknown,0
842,842,439329.49398669234,HOUSE,2,1,53.439220799061474,-6.130878496514747,6162,11266,20,Unknown,0
843,843,946771.3802246164,HOUSE,4,2,53.42554938528569,-6.135040070979195,4234,11718,20,Unknown,0
844,844,463271.4657852999,APARTMENTS,2,2,53.44292322219213,-6.124160711063903,3550,12155,20,Unknown,0
845,845,404686.9356755933,HOUSE,2,2,53.43686917111424,-6.1479029066438695,5732,12765,20,Unknown,0
846,846,868146.3405245596,APARTMENTS,4,2,53.44770179243599,-6.127861252082354,1677,13092,20,Unknown,0
847,847,959310.8478702578,HOUSE,4,1,53.44981173210477,-6.136105590115132,2765,11577,20,Unknown,0
848,848,203659.25296323196,HOUSE,1,3,53.44099925914004,-6.145202852372187,5189,12277,20,Unknown,0
849,849,762400.3930576519,APARTMENTS,4,2,53.44352274431412,-6.128563897748738,5481,10950,20,Unknown,0
850,850,1147439.2019426092,HOUSE,6,1,53.429383725420784,-6.131689478480192,4969,11352,20,Unknown,0
851,851,632479.0184906076,HOUSE,3,1,53.443133038813066,-6.123582988715692,6562,11306,20,Unknown,0
852,852,433715.1382862574,HOUSE,2,3,53.44807336266566,-6.143723996176857,4669,10636,20,Unknown,0
853,853,738998.4895428658,APARTMENTS,3,3,53.42640343862583,-6.138629657871309,6325,11879,20,Unknown,0
854,854,1113642.9466382023,HOUSE,5,4,53.44339678426097,-6.127883517452166,4159,11946,20,Unknown,0
855,855,581696.7912040723,HOUSE,3,4,53.43737811232957,-6.143254510645739,4323,12021,20,Unknown,0
856,856,693416.0097391185,HOUSE,3,2,53.445046967612406,-6.14106510539445,7245,11313,20,Unknown,0
857,857,432563.1836606314,HOUSE,2,1,53.44125638665084,-6.146062490661022,5322,11001,20,Unknown,0
858,858,579763.0692086528,HOUSE,3,3,53.42923188571122,-6.146045204695959,3804,11270,20,Unknown,0
859,859,652315.330925238,HOUSE,3,3,53.44572935780205,-6.131490692208288,4882,12890,20,Unknown,0
860,860,229139.6146552481,HOUSE,1,3,53.44452830122413,-6.135870580574603,3684,11758,20,Unknown,0
861,861,628442.1536920433,HOUSE,3,2,53.446538155298974,-6.1280173041571055,4129,11626,20,Unknown,0
862,862,642505.7090882568,APARTMENTS,3,3,53.42298233857229,-6.13882344812765,4754,13388,20,Unknown,0
863,863,770965.9968207944,HOUSE,4,2,53.432028025403824,-6.133001899483263,4740,11975,20,Unknown,0
864,864,734686.8992254746,HOUSE,3,3,53.4300735145906,-6.145017643638549,4890,12427,20,Unknown,0
865,865,891180.7555070542,HOUSE,4,1,53.44714280166614,-6.127300382117911,3169,12897,20,Unknown,0
866,866,468267.0688740385,HOUSE,2,1,53.43688520410304,-6.1517272632565225,6468,11895,20,Unknown,0
867,867,767536.7610393438,APARTMENTS,4,4,53.45051271582405,-6.142466281702697,6117,11609,20,Unknown,0
868,868,209120.33999233297,APARTMENTS,1,2,53.44404819759209,-6.147029354584974,4024,12870,20,Unknown,0
869,869,694416.1478501218,HOUSE,3,2,53.44294752153181,-6.148736715975295,5569,12186,20,Unknown,0
870,870,563337.7135422823,HOUSE,3,3,53.44368063886879,-6.145221683421472,5643,11194,20,Unknown,0
871,871,236995.563361272,HOUSE,1,1,53.34177831847818,-6.264192253288168,1620,2286,21,Unknown,0
872,872,399263.655704545,APARTMENTS,2,1,53.34321967786788,-6.27454755613028,2029,1803,21,Unknown,0
873,873,1041507.5997207228,APARTMENTS,5,1,53.34248354549897,-6.261981346222679,1489,1674,21,Unknown,0
874,874,238364.86601394624,APARTMENTS,1,1,53.34379131795753,-6.277807956108394,1091,1786,21,Unknown,0
875,875,216587.7565366056,APARTMENTS,1,1,53.34149181103132,-6.263279573888649,1408,2603,21,Unknown,0
876,876,208205.11301338705,APARTMENTS,1,1,53.34573581041116,-6.277293382304656,1237,2515,21,Unknown,0
877,877,947051.8254553376,APARTMENTS,5,1,53.344224717848086,-6.277776573857921,1553,3069,21,Unknown,0
878,878,487608.32547733816,APARTMENTS,2,1,53.34319918032547,-6.265347360135552,1464,2785,21,Unknown,0
879,879,212399.887295019,APARTMENTS,1,2,53.34673799610127,-6.272639914979653,1728,2598,21,Unknown,0
880,880,687421.0915355278,HOUSE,3,1,53.34156406477887,-6.27133003379695,1662,2819,21,Unknown,0
881,881,243349.88767853263,APARTMENTS,1,1,53.3417428679902,-6.277656440602558,1593,2387,21,Unknown,0
882,882,381171.25878409867,APARTMENTS,2,1,53.34335499304779,-6.277957635673903,1782,2557,21,Unknown,0
883,883,195981.86140935525,APARTMENTS,1,1,53.34386421124768,-6.2700527584180925,1389,2233,21,Unknown,0
884,884,570401.2759213587,APARTMENTS,3,1,53.34561616348103,-6.269070434130311,1246,1524,21,Unknown,0
885,885,199740.78544948756,APARTMENTS,1,2,53.35559580481662,-6.2799970101824405,1453,2500,21,Unknown,0
886,886,397018.2246842351,APARTMENTS,2,1,53.36250938312242,-6.27698794795741,1750,1567,21,Unknown,0
887,887,196642.00099338996,APARTMENTS,1,2,53.3556945922908,-6.27882329777348,1308,2634,21,Unknown,0
888,888,225285.60631489183,HOUSE,1,1,53.34861321774847,-6.272823384481304,1840,2558,21,Unknown,0
889,889,245312.23314837203,APARTMENTS,1,1,53.34469074425338,-6.274075517109018,2187,966,21,Unknown,0
890,890,206829.35462074657,APARTMENTS,1,1,53.3470063697264,-6.263862116145882,2041,990,21,Unknown,0
891,891,198257.3469725196,APARTMENTS,1,1,53.35007680712555,-6.26440929823153,1372,1686,21,Unknown,0
892,892,637456.308494054,APARTMENTS,3,2,53.35299195161818,-6.27081631797585,1572,2582,21,Unknown,0
893,893,208467.1848512456,HOUSE,1,1,53.347672320948114,-6.279508240145979,1622,2060,21,Unknown,0
894,894,189269.56707442575,HOUSE,1,2,53.349963658626486,-6.273519288753568,1535,2287,21,Unknown,0
895,895,244717.60299462735,APARTMENTS,1,1,53.35139213452906,-6.281504037086125,1510,2717,21,Unknown,0
896,896,646091.6229101061,APARTMENTS,3,1,53.34815755032691,-6.278594765250755,1788,2913,21,Unknown,0
897,897,197006.6950639283,APARTMENTS,1,1,53.34984165497528,-6.270997866046702,1423,2430,21,Unknown,0
898,898,667894.7709684712,HOUSE,3,1,53.347670709381056,-6.26199153891906,1681,2058,21,Unknown,0
899,899,411945.6405310807,APARTMENTS,2,1,53.35271255076641,-6.271014970350435,1775,2420,21,Unknown,0
900,900,439869.5231283046,APARTMENTS,2,1,53.34911927824734,-6.2736180856373,1258,2089,21,Unknown,0
901,901,676367.4333273948,APARTMENTS,3,1,53.34200142737232,-6.265420529608751,1749,1914,21,Unknown,0
902,902,607994.1475776691,APARTMENTS,3,1,53.35672923821599,-6.272602727902192,1517,1596,21,Unknown,0
903,903,491234.4675136489,APARTMENTS,2,1,53.3502329639402,-6.268770096579251,1864,2154,21,Unknown,0
904,904,201003.7911996732,APARTMENTS,1,1,53.34523064885145,-6.280223517340502,1562,1084,21,Unknown,0
905,905,224238.70462787847,HOUSE,1,1,53.36106580844789,-6.274435969182576,1260,1522,21,Unknown,0
906,906,207364.48548755777,HOUSE,1,1,53.34277659540435,-6.263768350126102,1551,2090,21,Unknown,0
907,907,444894.25076458405,APARTMENTS,2,1,53.35140895962601,-6.28153717508854,1312,679,21,Unknown,0
908,908,374769.895802721,APARTMENTS,2,1,53.346094179968986,-6.276210139480668,1530,2007,21,Unknown,0
909,909,196523.0152828932,APARTMENTS,1,1,53.357933843810194,-6.272287772486834,1696,1969,21,Unknown,0
910,910,191696.63043078204,HOUSE,1,1,53.34714259275916,-6.279168195616488,1641,2002,21,Unknown,0
911,911,196287.5741869638,APARTMENTS,1,1,53.34541368214703,-6.277621810719976,954,1947,21,Unknown,0
912,912,370127.64015617006,APARTMENTS,2,1,53.34614608860621,-6.272901437415984,1353,1957,21,Unknown,0
913,913,227457.1191121137,APARTMENTS,1,1,53.35680683139263,-6.274459160803459,1604,2586,21,Unknown,0
914,914,244623.6266340373,APARTMENTS,1,1,53.34123192094968,-6.270245646966969,2193,2375,21,Unknown,0
915,915,192886.7100698728,APARTMENTS,1,1,53.35272640518041,-6.275949804573628,1904,2425,21,Unknown,0
916,916,235515.59354219717,APARTMENTS,1,1,53.3421794681208,-6.277618840249843,1616,1617,21,Unknown,0
917,917,238001.8854105036,APARTMENTS,1,1,53.35011023606892,-6.273574088500397,1450,2350,21,Unknown,0
918,918,197475.6408116424,APARTMENTS,1,2,53.35571280317228,-6.272805609506506,1286,2208,21,Unknown,0
919,919,714249.5186289058,APARTMENTS,3,1,53.35395298502902,-6.268768573329173,2267,1470,21,Unknown,0
920,920,219389.03978634492,APARTMENTS,1,1,53.35610786354342,-6.279658900379316,1397,1435,21,Unknown,0
921,921,644489.8300288203,HOUSE,3,1,53.36210744505611,-6.2758527087060765,1292,1691,21,Unknown,0
922,922,187346.34337716768,APARTMENTS,1,1,53.34824364679186,-6.266424739314791,1262,1734,21,Unknown,0
923,923,414703.9763201642,HOUSE,2,1,53.34808095936029,-6.266698107578802,1901,2625,21,Unknown,0
924,924,424015.7507792046,HOUSE,2,1,53.34557183218949,-6.278241471176002,1547,2725,21,Unknown,0
925,925,225862.46030595645,HOUSE,1,1,53.34403926413282,-6.270297601610486,1827,2019,21,Unknown,0
926,926,237477.37800403585,APARTMENTS,1,1,53.34249203169127,-6.267864204883418,1366,2206,21,Unknown,0
927,927,564204.3568435943,APARTMENTS,3,1,53.3422826075562,-6.27592681945953,1261,2076,21,Unknown,0
928,928,240460.25521565592,APARTMENTS,1,1,53.34161529129545,-6.276112993220654,1902,1835,21,Unknown,0
929,929,488265.67917075113,APARTMENTS,2,1,53.35990887271284,-6.2768131425853175,1451,2136,21,Unknown,0
930,930,438860.1816290063,HOUSE,2,1,53.34615549718384,-6.260542660889339,1310,1871,21,Unknown,0
931,931,400141.280990854,APARTMENTS,2,1,53.348789221456016,-6.277743868295661,1707,3559,21,Unknown,0
932,932,237741.24245322312,APARTMENTS,1,1,53.35399733514053,-6.269953977461497,1473,1180,21,Unknown,0
933,933,226619.3576386931,APARTMENTS,1,1,53.35183923662429,-6.264911245201114,1402,1678,21,Unknown,0
934,934,240145.84439522028,APARTMENTS,1,2,53.343577716219976,-6.268398833497527,1848,1852,21,Unknown,0
935,935,242224.5910563761,APARTMENTS,1,1,53.356139652442366,-6.276741421254416,1456,1290,21,Unknown,0
936,936,858371.2982764957,APARTMENTS,4,1,53.34752318866824,-6.281756164628379,1285,2480,21,Unknown,0
937,937,229217.7486852756,APARTMENTS,1,1,53.35294526584419,-6.264862537708901,1539,2216,21,Unknown,0
938,938,430642.20964816,APARTMENTS,2,1,53.34346970133767,-6.270529207212791,1648,2488,21,Unknown,0
939,939,374175.9382133673,HOUSE,2,1,53.34449646965526,-6.279426069830716,964,1851,21,Unknown,0
940,940,246409.92052850063,APARTMENTS,1,1,53.34144824415181,-6.278759341104982,1999,1683,21,Unknown,0
941,941,233933.2103087075,HOUSE,1,2,53.35051699700992,-6.281752061290318,1485,1911,21,Unknown,0
942,942,471729.56067693606,APARTMENTS,2,1,53.35850319341133,-6.269409472113636,1323,1120,21,Unknown,0
943,943,458958.4424073264,APARTMENTS,2,1,53.35347025141307,-6.265981530409206,1714,2221,21,Unknown,0
944,944,132074.12338072775,HOUSE,1,3,53.37119470815817,-6.276759659580379,3489,5912,22,D6,0
945,945,376383.8203416936,HOUSE,3,1,53.36897827613234,-6.276179600775874,2787,4261,22,D6,0
946,946,453954.9027087402,HOUSE,3,2,53.39664551822831,-6.2758509346146445,2656,5034,22,D6,0
947,947,141220.7300127206,APARTMENTS,1,2,53.38067502759116,-6.264457484338342,2629,3884,22,D6,0
948,948,272446.2193251361,HOUSE,2,2,53.37867827601195,-6.27380580205426,2213,5844,22,D6,0
949,949,127282.01311664244,HOUSE,1,3,53.39162407405119,-6.276618143697489,1824,6305,22,D6,0
950,950,141802.23745746398,HOUSE,1,3,53.39400196967297,-6.277325645725965,2050,2292,22,D6,0
951,951,446867.87120917335,HOUSE,3,3,53.38442115286558,-6.26559605899905,2450,4582,22,D6,0
952,952,359565.7511273809,HOUSE,3,1,53.38705189048141,-6.274848010739795,1772,3525,22,D6,0
953,953,273860.97107698966,HOUSE,2,1,53.38767139634049,-6.277141939509717,1722,5071,22,D6,0
954,954,543864.651125465,APARTMENTS,4,2,53.384688729099786,-6.258782919044361,2240,5702,22,D6,0
955,955,345084.4367843626,HOUSE,3,1,53.37389788365922,-6.270272594467123,2119,4563,22,D6,0
956,956,248608.5758261024,HOUSE,2,1,53.383938276803306,-6.278779235989077,2911,3747,22,D6,0
957,957,392894.2537002845,HOUSE,3,2,53.38088536002177,-6.258041122523713,2067,6699,22,D6,0
958,958,391033.0462620577,HOUSE,3,1,53.37355267468625,-6.270095917934164,2305,4306,22,D6,0
959,959,240018.64477457263,HOUSE,2,3,53.37034838563184,-6.272829001440888,2126,6283,22,D6,0
960,960,551437.1301064425,HOUSE,4,1,53.38362400515959,-6.260945922912698,2329,6797,22,D6,0
961,961,143907.39267410073,HOUSE,1,3,53.374799817957495,-6.272466305798961,2753,4603,22,D6,0
962,962,142581.7292440257,HOUSE,1,1,53.38304633840219,-6.27302129647252,2345,6263,22,D6,0
963,963,431228.6368904674,HOUSE,3,2,53.38163833962096,-6.2563803284773485,2874,4650,22,D6,0
964,964,411403.7362530405,HOUSE,3,1,53.39276215762418,-6.272325005597056,2973,4807,22,D6,0
965,965,265415.11449451547,HOUSE,2,1,53.37750809747839,-6.26641213320367,2733,3268,22,D6,0
966,966,141111.47844491544,APARTMENTS,1,1,53.37474050399251,-6.274418431127184,2137,5342,22,D6,0
967,967,439603.0524656782,APARTMENTS,3,3,53.3847485355507,-6.255249355375507,2222,5781,22,D6,0
968,968,278125.7780219143,HOUSE,2,1,53.39232409998821,-6.274965418706967,2527,4525,22,D6,0
969,969,263846.9748062459,APARTMENTS,2,1,53.374095905386014,-6.261747977246455,2745,2852,22,D6,0
970,970,421318.2814367011,HOUSE,3,1,53.38350783966093,-6.264094255105966,2602,3951,22,D6,0
971,971,472550.8364361043,HOUSE,4,2,53.38228669559331,-6.272252147064355,2327,5330,22,D6,0
972,972,247044.29548871823,HOUSE,2,1,53.36995226329544,-6.276962317587449,1329,5296,22,D6,0
973,973,450239.324512833,HOUSE,3,1,53.39263038581369,-6.269283373175282,2326,4661,22,D6,0
974,974,231994.97092995275,APARTMENTS,2,1,53.379260949294896,-6.263764327529275,2499,5330,22,D6,0
975,975,547699.2272158966,HOUSE,4,1,53.38726486679881,-6.274095654671767,2791,4294,22,D6,0
976,976,427547.8830614109,HOUSE,3,1,53.384069283580665,-6.27965839912235,2237,3973,22,D6,0
977,977,582335.8851036162,HOUSE,4,1,53.37432944402234,-6.267954077794769,2641,6145,22,D6,0
978,978,262090.22598723107,HOUSE,2,1,53.38933650162144,-6.276428238506975,2199,3408,22,D6,0
979,979,366327.356422793,APARTMENTS,3,1,53.389009523302434,-6.2793013271946405,2233,4699,22,D6,0
980,980,140306.6084294501,APARTMENTS,1,1,53.38358770550505,-6.279561536139944,2144,6266,22,D6,0
981,981,360339.5633789653,HOUSE,3,1,53.381333263720194,-6.280078003886236,2434,6984,22,D6,0
982,982,253101.91876963052,HOUSE,2,1,53.386698959856666,-6.257895620166997,2314,6486,22,D6,0
983,983,238566.8765617666,APARTMENTS,1,1,53.319429314921535,-6.262184626796405,2069,2608,23,D14,0
984,984,266225.0264962184,HOUSE,1,1,53.31851189875235,-6.260270388923234,2366,1209,23,D14,0
985,985,531136.4475390451,APARTMENTS,2,3,53.31763007837289,-6.259094169956621,1231,1629,23,D14,0
986,986,1276368.960212089,HOUSE,5,2,53.31530260850752,-6.257127580123879,2338,3371,23,D14,0
987,987,1395039.7812644204,HOUSE,5,3,53.317830682347086,-6.258882635852958,1473,2933,23,D14,0
988,988,535667.1906971182,HOUSE,2,1,53.31833472116701,-6.258277976936098,1644,2392,23,D14,0
989,989,267730.7818990203,HOUSE,1,4,53.30360571583033,-6.263156511637479,1493,1679,23,D14,0
990,990,557695.397852169,HOUSE,2,3,53.304440268942855,-6.273502107665789,1345,3063,23,D14,0
991,991,475720.17225797736,HOUSE,2,1,53.30962190830859,-6.270835218962364,1203,2686,23,D14,0
992,992,1255027.031518911,APARTMENTS,5,1,53.32012923807896,-6.261155706432855,2251,4290,23,D14,0
993,993,751985.1883380966,APARTMENTS,3,1,53.30785634121534,-6.267296635792473,1642,3465,23,D14,0
994,994,584597.3998175801,HOUSE,2,1,53.31250156756586,-6.254057297469116,1831,2310,23,D14,0
995,995,533472.675308266,HOUSE,2,1,53.29741369116261,-6.262493903950779,2342,3078,23,D14,0
996,996,546471.0912470731,HOUSE,2,4,53.31233676861499,-6.255448186017095,1318,3028,23,D14,0
997,997,1183558.9719942363,HOUSE,4,2,53.31608878951669,-6.260773223074898,1925,1344,23,D14,0
998,998,906531.646956724,HOUSE,3,1,53.307246820581575,-6.266807637896713,2411,1595,23,D14,0
999,999,487304.10688893736,APARTMENTS,2,1,53.30879701944627,-6.271388994452981,1360,1846,23,D14,0
1000,1000,1218173.807136246,HOUSE,4,1,53.30162632745939,-6.263155242395988,1510,2007,23,D14,0
1001,1001,1075467.7281299594,HOUSE,4,5,53.29851585889903,-6.262222008657698,1078,1713,23,D14,0
1002,1002,280005.74399864423,HOUSE,1,2,53.30959682623175,-6.256255876000517,1428,3149,23,D14,0
1003,1003,1332302.1046570956,HOUSE,5,3,53.31467039448993,-6.255407109604845,1819,2549,23,D14,0
1004,1004,511032.52438985376,HOUSE,2,1,53.31306301219409,-6.2595492569343385,1361,2411,23,D14,0
1005,1005,500988.3982497312,HOUSE,2,4,53.3029397190472,-6.25378401497197,2165,3312,23,D14,0
1006,1006,1012980.4469721462,APARTMENTS,4,1,53.29482174907922,-6.259611957292642,1789,1514,23,D14,0
1007,1007,491028.24791978416,APARTMENTS,2,1,53.30762773289404,-6.261643278822668,1630,3111,23,D14,0
1008,1008,489176.5904063757,APARTMENTS,2,3,53.31041809161276,-6.25413295472342,1108,3700,23,D14,0
1009,1009,572497.8502544389,HOUSE,2,2,53.310853858025645,-6.256941567594554,1257,3344,23,D14,0
1010,1010,1252439.0026429747,HOUSE,5,1,53.30230629107502,-6.26602795722535,1473,2048,23,D14,0
1011,1011,854654.6344448759,HOUSE,3,2,53.29602970360541,-6.257451009071106,2251,4174,23,D14,0
1012,1012,566483.1450345323,HOUSE,2,1,53.30849452137724,-6.253737219998697,1797,3152,23,D14,0
1013,1013,1023228.4751003388,APARTMENTS,4,3,53.30830446937631,-6.270466337746021,1139,3926,23,D14,0
1014,1014,244015.0498368451,HOUSE,1,2,53.318165117264016,-6.25777955249651,1571,2467,23,D14,0
1015,1015,710961.3348164175,HOUSE,3,3,53.30289931984329,-6.264170533143112,757,1136,23,D14,0
1016,1016,720123.3511753866,HOUSE,3,1,53.31268311475242,-6.26899989114218,1887,2089,23,D14,0
1017,1017,521242.3282511168,HOUSE,2,3,53.30069221543795,-6.257118023979547,2207,3185,23,D14,0
1018,1018,524406.0585498613,HOUSE,2,1,53.31709262959537,-6.262706380152248,1824,3765,23,D14,0
1019,1019,837513.1375123339,HOUSE,3,2,53.30521269895262,-6.271086459672622,1683,1985,23,D14,0
1020,1020,1533836.4471780767,HOUSE,6,1,53.2934076366503,-6.26107509011735,2050,3615,23,D14,0
1021,1021,736801.0698905446,HOUSE,3,1,53.31776116412001,-6.268109521248686,1623,3013,23,D14,0
1022,1022,254159.46797237865,HOUSE,1,2,53.30891979560248,-6.270728920347211,2335,3769,23,D14,0
1023,1023,266633.7797978879,HOUSE,1,1,53.30999294479705,-6.271508579371012,1472,3316,23,D14,0
1024,1024,734398.2611906461,APARTMENTS,3,1,53.31537494290694,-6.269071524851507,1354,4338,23,D14,0
1025,1025,231239.65658419064,HOUSE,1,3,53.307861326941385,-6.273186495777417,1732,2137,23,D14,0
1026,1026,528949.0420717145,HOUSE,2,2,53.3096980100335,-6.253666611748954,1846,1549,23,D14,0
1027,1027,594177.9373785505,HOUSE,2,2,53.3127006463224,-6.253932216078766,1348,3423,23,D14,0
1028,1028,821493.4756282466,HOUSE,3,1,53.31144322474802,-6.253420020207813,1314,2599,23,D14,0
1029,1029,259852.165035188,HOUSE,1,1,53.30345159781544,-6.253810065413093,2083,3168,23,D14,0
1030,1030,1177128.5577438194,HOUSE,4,2,53.308711887135935,-6.271047267934702,1594,1480,23,D14,0
1031,1031,571206.626134854,APARTMENTS,2,2,53.30642593966357,-6.26665326196984,1913,1520,23,D14,0
1032,1032,299658.60606399865,APARTMENTS,1,1,53.30582537606292,-6.267687772623764,920,1930,23,D14,0
1033,1033,975412.3200508094,HOUSE,4,1,53.30137312323867,-6.2732898765864045,1733,3356,23,D14,0
1034,1034,827902.692839226,APARTMENTS,3,2,53.28902343420871,-6.205606943648372,2103,4023,24,D4,0
1035,1035,662780.2957205393,APARTMENTS,3,1,53.29745139876575,-6.1925497224375645,1760,5267,24,D4,0
1036,1036,262709.5066170877,APARTMENTS,1,2,53.288482976735786,-6.204604942266398,1669,3172,24,D4,0
1037,1037,270254.31195927225,HOUSE,1,1,53.29264814526362,-6.198539150238304,1646,3791,24,D4,0
1038,1038,452492.2433182388,HOUSE,2,2,53.29775841658247,-6.194661900075773,1861,3699,24,D4,0
1039,1039,898683.8694532715,APARTMENTS,4,1,53.29397065572904,-6.196076562563371,1760,4162,24,D4,0
1040,1040,566581.3853397998,HOUSE,2,2,53.289469331713605,-6.202930318610807,1931,3765,24,D4,0
1041,1041,694008.1896685923,HOUSE,3,2,53.29363703757381,-6.20224799020439,929,4745,24,D4,0
1042,1042,523401.2557948713,HOUSE,2,1,53.314037301925424,-6.197942537390035,1571,3957,24,D4,0
1043,1043,1098237.330507023,HOUSE,4,1,53.30536083464496,-6.215060157468855,1612,4562,24,D4,0
1044,1044,274357.9232868283,APARTMENTS,1,2,53.306130943488384,-6.1975551374967015,1743,3674,24,D4,0
1045,1045,558740.1654271549,HOUSE,2,1,53.29666227363238,-6.206184406703432,1560,4133,24,D4,0
1046,1046,794124.5826100833,HOUSE,3,1,53.298950119506834,-6.197005566570407,1936,4640,24,D4,0
1047,1047,217344.6931945854,HOUSE,1,1,53.29846362736598,-6.202301524535334,1161,5243,24,D4,0
1048,1048,252439.2480289612,HOUSE,1,1,53.31526687080694,-6.194926209019112,1597,3791,24,D4,0
1049,1049,923563.1703892428,APARTMENTS,4,3,53.30310980032089,-6.1901863420082,1686,3714,24,D4,0
1050,1050,954121.7346818236,APARTMENTS,4,1,53.30070185142424,-6.213925287546996,1698,3576,24,D4,0
1051,1051,899040.8121293699,APARTMENTS,4,1,53.3050627776726,-6.191358805499061,1208,4474,24,D4,0
1052,1052,702062.0452409624,HOUSE,3,1,53.30038570183748,-6.197852590905204,1380,3991,24,D4,0
1053,1053,245516.7751499728,HOUSE,1,1,53.29929147602409,-6.206785549487631,2721,3301,24,D4,0
